dog_id,pa_hot_weather_daily_hours_outside,pa_cold_weather_daily_hours_outside,pa_moderate_weather_daily_hours_outside
1101,1.0,1.0,1.0
45213,1.0,1.0,1.0
45710,1.0,1.0,1.0
59546,1.0,1.0,1.0
93584,2.0,1.0,2.0
57349,1.0,1.0,1.0
90073,1.0,1.0,1.0
63461,1.0,1.0,1.0
100390,1.0,1.0,1.0
32701,1.0,1.0,1.0
81218,1.0,1.0,2.0
10932,1.0,1.0,1.0
14668,5.0,1.0,1.0
30511,1.0,1.0,1.0
87940,1.0,1.0,2.0
58848,2.0,1.0,3.0
68068,1.0,1.0,1.0
32889,1.0,5.0,1.0
97090,1.0,1.0,1.0
25595,5.0,2.0,2.0
17107,1.0,1.0,1.0
65034,1.0,1.0,1.0
94602,1.0,1.0,2.0
83193,2.0,2.0,2.0
84444,1.0,1.0,1.0
53052,1.0,1.0,1.0
83320,1.0,1.0,1.0
68010,1.0,1.0,2.0
71106,2.0,1.0,2.0
28913,1.0,1.0,1.0
67262,2.0,2.0,3.0
38893,1.0,1.0,1.0
81695,1.0,1.0,1.0
25756,1.0,1.0,2.0
85179,1.0,1.0,2.0
53458,5.0,5.0,1.0
71536,1.0,1.0,1.0
1547,5.0,5.0,1.0
71473,1.0,1.0,1.0
74367,1.0,1.0,1.0
84048,1.0,1.0,1.0
33723,5.0,5.0,1.0
31355,1.0,1.0,2.0
26048,1.0,1.0,1.0
75399,1.0,1.0,1.0
7348,1.0,1.0,1.0
12419,1.0,1.0,1.0
27918,1.0,1.0,1.0
46318,1.0,1.0,1.0
65300,1.0,1.0,2.0
11159,1.0,1.0,1.0
249,1.0,1.0,1.0
20097,1.0,1.0,1.0
36940,1.0,1.0,1.0
77848,1.0,1.0,2.0
17309,1.0,1.0,1.0
61608,5.0,5.0,1.0
78295,1.0,1.0,1.0
96956,1.0,1.0,1.0
89437,1.0,1.0,1.0
28869,1.0,1.0,1.0
20528,1.0,1.0,1.0
22486,1.0,1.0,1.0
83694,1.0,2.0,2.0
89110,1.0,1.0,2.0
61919,1.0,2.0,2.0
62925,4.0,4.0,4.0
1027,1.0,1.0,1.0
100890,1.0,2.0,1.0
30105,1.0,5.0,1.0
66424,1.0,1.0,2.0
15143,5.0,1.0,1.0
76335,5.0,5.0,1.0
3508,1.0,1.0,1.0
6548,1.0,1.0,1.0
59058,5.0,1.0,1.0
64803,2.0,1.0,2.0
2182,1.0,1.0,1.0
41474,1.0,1.0,1.0
25452,5.0,5.0,1.0
30509,1.0,1.0,2.0
87411,1.0,1.0,1.0
79917,1.0,1.0,1.0
91602,5.0,5.0,1.0
8114,1.0,1.0,2.0
34067,1.0,1.0,1.0
93912,1.0,1.0,1.0
34672,3.0,2.0,3.0
48788,5.0,5.0,1.0
34907,1.0,2.0,2.0
7424,5.0,5.0,1.0
74042,1.0,1.0,1.0
57936,1.0,1.0,1.0
14760,1.0,1.0,1.0
44135,1.0,1.0,1.0
52944,1.0,1.0,2.0
83489,1.0,1.0,2.0
98342,1.0,1.0,1.0
44227,1.0,1.0,1.0
13623,3.0,3.0,3.0
3551,1.0,1.0,1.0
31805,1.0,1.0,2.0
78126,1.0,1.0,1.0
92418,5.0,5.0,1.0
87240,5.0,1.0,1.0
73390,1.0,1.0,1.0
96443,1.0,1.0,2.0
70593,1.0,1.0,1.0
29680,1.0,1.0,2.0
94121,1.0,1.0,1.0
46918,1.0,1.0,1.0
61177,1.0,1.0,2.0
52108,5.0,5.0,1.0
49230,1.0,1.0,1.0
81937,1.0,1.0,2.0
103113,1.0,1.0,1.0
49991,1.0,1.0,1.0
11040,5.0,5.0,1.0
88214,1.0,1.0,1.0
33619,1.0,1.0,2.0
20070,1.0,1.0,1.0
83319,1.0,1.0,2.0
39990,1.0,1.0,1.0
93551,1.0,5.0,1.0
100079,5.0,5.0,1.0
39660,1.0,1.0,1.0
38544,2.0,1.0,2.0
60467,1.0,1.0,2.0
15175,1.0,1.0,1.0
4124,5.0,1.0,1.0
62719,1.0,1.0,1.0
47802,1.0,1.0,1.0
71156,1.0,1.0,1.0
43620,1.0,1.0,2.0
66545,1.0,1.0,2.0
10511,1.0,1.0,1.0
71604,1.0,1.0,1.0
62837,1.0,1.0,1.0
80517,1.0,1.0,1.0
71832,1.0,1.0,1.0
85704,1.0,1.0,1.0
89618,1.0,1.0,1.0
57629,1.0,1.0,1.0
62439,1.0,1.0,1.0
59829,1.0,1.0,1.0
79224,5.0,5.0,1.0
99563,2.0,1.0,2.0
88911,1.0,1.0,2.0
3784,1.0,1.0,1.0
9265,1.0,1.0,1.0
89812,1.0,2.0,2.0
62663,1.0,1.0,2.0
81625,1.0,2.0,1.0
82425,1.0,1.0,1.0
33111,1.0,1.0,1.0
75620,5.0,1.0,1.0
76195,1.0,1.0,1.0
58595,1.0,1.0,1.0
49463,1.0,1.0,1.0
4980,1.0,1.0,1.0
83043,1.0,1.0,2.0
97468,5.0,1.0,1.0
103235,1.0,1.0,1.0
79188,1.0,1.0,2.0
87911,1.0,1.0,1.0
87155,1.0,1.0,1.0
68928,1.0,2.0,2.0
88034,1.0,1.0,1.0
102382,1.0,2.0,2.0
52175,1.0,1.0,1.0
96841,1.0,1.0,1.0
55268,1.0,2.0,2.0
92788,5.0,5.0,1.0
22458,1.0,1.0,1.0
91919,5.0,5.0,1.0
38764,5.0,5.0,2.0
91439,1.0,1.0,1.0
86568,1.0,1.0,1.0
11028,1.0,1.0,1.0
28629,1.0,1.0,1.0
93087,1.0,1.0,2.0
70767,1.0,1.0,1.0
67801,1.0,1.0,1.0
75421,1.0,1.0,1.0
28787,1.0,1.0,1.0
77707,1.0,1.0,1.0
34770,1.0,1.0,2.0
6807,1.0,1.0,1.0
86037,1.0,1.0,1.0
84730,1.0,1.0,1.0
6650,5.0,1.0,1.0
34685,2.0,1.0,2.0
18422,1.0,1.0,2.0
94291,1.0,1.0,1.0
26005,1.0,1.0,2.0
90025,1.0,1.0,2.0
31241,5.0,1.0,1.0
89496,3.0,3.0,4.0
38481,1.0,1.0,1.0
5388,1.0,1.0,1.0
50552,1.0,1.0,2.0
25013,1.0,5.0,1.0
47241,1.0,1.0,1.0
37453,1.0,1.0,2.0
5697,1.0,1.0,1.0
80938,1.0,1.0,1.0
81243,1.0,1.0,1.0
43312,1.0,1.0,2.0
71226,1.0,2.0,2.0
50190,5.0,1.0,1.0
49616,1.0,1.0,2.0
64175,1.0,1.0,1.0
84758,1.0,1.0,1.0
48476,1.0,1.0,2.0
91875,1.0,1.0,2.0
39519,1.0,1.0,1.0
39384,1.0,1.0,1.0
86745,1.0,1.0,2.0
33004,1.0,1.0,1.0
89130,1.0,1.0,1.0
66236,1.0,5.0,2.0
92507,2.0,2.0,2.0
17707,1.0,1.0,1.0
37418,1.0,1.0,1.0
75849,1.0,1.0,1.0
16226,1.0,1.0,2.0
94297,2.0,2.0,2.0
60634,1.0,1.0,1.0
62344,1.0,2.0,2.0
77521,1.0,1.0,2.0
17781,1.0,1.0,1.0
39657,1.0,1.0,1.0
90188,1.0,1.0,2.0
103260,1.0,1.0,1.0
83607,5.0,5.0,1.0
96572,1.0,1.0,1.0
85548,2.0,1.0,2.0
80904,1.0,1.0,1.0
26034,1.0,2.0,2.0
85074,1.0,2.0,2.0
71665,1.0,1.0,1.0
7212,1.0,1.0,1.0
34803,1.0,1.0,1.0
92233,1.0,1.0,2.0
46890,2.0,2.0,2.0
29780,1.0,1.0,1.0
15443,1.0,1.0,1.0
33975,1.0,1.0,1.0
35117,1.0,1.0,1.0
100077,1.0,1.0,2.0
103146,5.0,2.0,2.0
19769,1.0,1.0,1.0
64967,5.0,5.0,1.0
8700,1.0,5.0,1.0
99279,2.0,2.0,2.0
2112,1.0,1.0,1.0
39217,5.0,5.0,5.0
94742,1.0,1.0,1.0
97894,5.0,1.0,1.0
13842,1.0,1.0,2.0
70814,1.0,1.0,1.0
78209,1.0,1.0,1.0
40066,1.0,1.0,1.0
91479,1.0,1.0,1.0
55962,1.0,1.0,1.0
42478,1.0,1.0,2.0
73369,1.0,1.0,1.0
63105,1.0,1.0,1.0
73279,1.0,1.0,1.0
85166,1.0,1.0,2.0
33248,1.0,1.0,1.0
92363,1.0,1.0,1.0
13791,1.0,1.0,1.0
17186,1.0,1.0,1.0
90812,2.0,2.0,2.0
38129,1.0,1.0,1.0
47621,1.0,1.0,1.0
2503,1.0,1.0,1.0
24578,1.0,1.0,1.0
43447,1.0,1.0,1.0
25917,1.0,1.0,1.0
60369,1.0,1.0,1.0
97072,1.0,1.0,1.0
67950,5.0,5.0,1.0
91210,1.0,1.0,1.0
82008,1.0,1.0,2.0
91290,1.0,1.0,1.0
87471,1.0,1.0,2.0
97443,5.0,1.0,1.0
20999,1.0,1.0,2.0
3618,1.0,1.0,1.0
86670,1.0,1.0,1.0
39326,1.0,1.0,1.0
63032,1.0,1.0,1.0
73486,1.0,1.0,1.0
15170,5.0,1.0,5.0
51764,1.0,1.0,1.0
39915,1.0,1.0,1.0
36713,5.0,5.0,1.0
65155,1.0,1.0,1.0
93674,1.0,1.0,2.0
31867,1.0,1.0,2.0
51894,5.0,1.0,1.0
14600,1.0,5.0,1.0
23961,1.0,1.0,1.0
33976,1.0,1.0,1.0
89530,1.0,1.0,1.0
97342,2.0,1.0,2.0
1204,1.0,1.0,2.0
78365,1.0,1.0,2.0
84553,1.0,5.0,1.0
87579,1.0,1.0,1.0
55685,1.0,1.0,2.0
18779,1.0,1.0,1.0
3610,1.0,1.0,1.0
84056,1.0,1.0,1.0
76218,1.0,1.0,1.0
8248,1.0,1.0,1.0
13722,1.0,1.0,1.0
64410,1.0,1.0,1.0
86908,1.0,1.0,1.0
73831,1.0,1.0,1.0
41714,1.0,1.0,1.0
25831,1.0,2.0,2.0
56696,5.0,5.0,1.0
31898,1.0,1.0,1.0
60983,2.0,2.0,2.0
69055,2.0,1.0,2.0
65323,1.0,1.0,2.0
97025,1.0,1.0,1.0
59866,1.0,2.0,2.0
99601,1.0,1.0,1.0
35388,1.0,1.0,1.0
60134,1.0,1.0,1.0
60049,2.0,2.0,2.0
61883,5.0,5.0,1.0
25898,1.0,1.0,1.0
62119,1.0,1.0,1.0
73281,1.0,1.0,1.0
30022,1.0,2.0,2.0
31215,1.0,2.0,2.0
10936,1.0,1.0,1.0
62402,1.0,1.0,2.0
7968,1.0,1.0,1.0
39164,1.0,1.0,1.0
25528,1.0,1.0,1.0
31808,1.0,1.0,1.0
92201,1.0,1.0,1.0
26460,1.0,1.0,1.0
87172,1.0,1.0,1.0
79806,1.0,1.0,1.0
2291,1.0,1.0,1.0
28240,1.0,1.0,1.0
71415,1.0,1.0,3.0
61997,1.0,1.0,1.0
41490,1.0,1.0,2.0
72006,2.0,1.0,2.0
57657,1.0,1.0,1.0
96988,1.0,1.0,1.0
99654,1.0,1.0,1.0
102762,1.0,1.0,1.0
86579,5.0,5.0,5.0
59003,1.0,1.0,1.0
50334,1.0,1.0,1.0
81049,1.0,1.0,2.0
24288,2.0,2.0,2.0
91095,1.0,1.0,1.0
15599,1.0,1.0,1.0
91843,1.0,1.0,1.0
6334,5.0,5.0,1.0
75014,2.0,2.0,2.0
77177,1.0,1.0,1.0
81859,1.0,5.0,2.0
7550,1.0,1.0,1.0
45475,5.0,5.0,1.0
86966,1.0,1.0,2.0
87741,5.0,5.0,1.0
56022,1.0,2.0,2.0
88258,1.0,1.0,2.0
88688,1.0,1.0,2.0
99632,2.0,1.0,2.0
31545,5.0,5.0,1.0
30128,1.0,1.0,1.0
75153,1.0,1.0,2.0
34364,1.0,1.0,1.0
96933,1.0,1.0,2.0
90651,1.0,1.0,1.0
46882,1.0,1.0,1.0
35768,1.0,1.0,1.0
89920,2.0,1.0,2.0
13877,5.0,5.0,1.0
62740,5.0,5.0,1.0
98060,1.0,2.0,2.0
72872,1.0,1.0,2.0
14972,1.0,1.0,1.0
59223,3.0,3.0,3.0
13684,1.0,2.0,2.0
37581,1.0,1.0,2.0
16796,1.0,1.0,1.0
56458,2.0,2.0,2.0
94786,1.0,1.0,2.0
54379,5.0,1.0,1.0
4419,1.0,1.0,1.0
2218,2.0,1.0,2.0
19662,1.0,1.0,2.0
43121,2.0,1.0,2.0
54982,1.0,1.0,1.0
100043,5.0,5.0,1.0
74079,1.0,1.0,1.0
6001,1.0,1.0,1.0
63615,1.0,1.0,1.0
66219,1.0,1.0,1.0
102146,1.0,1.0,1.0
32169,1.0,1.0,1.0
12723,5.0,1.0,1.0
86724,1.0,1.0,1.0
69253,2.0,1.0,2.0
15526,1.0,1.0,1.0
89647,1.0,1.0,2.0
9234,1.0,1.0,1.0
42466,1.0,1.0,1.0
6328,2.0,2.0,2.0
46786,1.0,1.0,1.0
3064,1.0,1.0,2.0
92215,1.0,1.0,1.0
94398,1.0,1.0,2.0
6483,1.0,1.0,1.0
60624,1.0,1.0,1.0
88391,5.0,5.0,1.0
58890,2.0,1.0,2.0
92691,1.0,1.0,2.0
62463,1.0,1.0,2.0
24325,1.0,1.0,1.0
26581,1.0,1.0,2.0
25730,1.0,1.0,1.0
36530,1.0,1.0,2.0
18628,1.0,1.0,1.0
81513,1.0,1.0,2.0
3952,5.0,5.0,2.0
63733,5.0,5.0,1.0
35885,5.0,5.0,5.0
19553,5.0,1.0,1.0
16342,1.0,1.0,1.0
61297,5.0,5.0,1.0
56189,2.0,1.0,2.0
92075,1.0,1.0,1.0
52943,1.0,1.0,1.0
5769,1.0,1.0,1.0
1198,1.0,2.0,2.0
49755,1.0,1.0,1.0
79635,5.0,1.0,1.0
8517,1.0,1.0,1.0
59736,1.0,1.0,1.0
34430,1.0,1.0,1.0
62076,1.0,1.0,1.0
93034,3.0,2.0,3.0
37155,1.0,1.0,1.0
81687,1.0,1.0,1.0
86859,1.0,1.0,2.0
65127,1.0,1.0,2.0
92232,1.0,1.0,2.0
63793,2.0,2.0,3.0
96274,1.0,1.0,2.0
43349,1.0,1.0,2.0
31520,1.0,2.0,2.0
48938,1.0,1.0,1.0
9210,1.0,1.0,1.0
52716,1.0,1.0,1.0
59158,1.0,1.0,1.0
53981,5.0,5.0,1.0
56236,1.0,1.0,1.0
50173,1.0,1.0,1.0
2670,5.0,5.0,1.0
71885,1.0,1.0,1.0
85455,1.0,1.0,1.0
41670,1.0,1.0,1.0
83875,1.0,1.0,2.0
87226,1.0,1.0,1.0
86432,1.0,1.0,1.0
40351,1.0,1.0,1.0
89266,1.0,1.0,1.0
59566,1.0,1.0,1.0
72507,1.0,1.0,2.0
1633,1.0,1.0,1.0
75148,1.0,2.0,2.0
87725,1.0,1.0,1.0
83686,1.0,1.0,1.0
4471,1.0,1.0,1.0
92541,1.0,1.0,1.0
34869,1.0,1.0,1.0
58540,1.0,1.0,1.0
22639,3.0,1.0,3.0
47849,1.0,1.0,2.0
2536,1.0,1.0,1.0
96003,1.0,1.0,1.0
12511,1.0,5.0,1.0
99070,1.0,1.0,1.0
87277,5.0,5.0,5.0
28113,5.0,5.0,5.0
103103,1.0,1.0,2.0
13149,1.0,1.0,2.0
95067,1.0,1.0,1.0
20683,1.0,1.0,1.0
30008,5.0,5.0,1.0
36991,1.0,1.0,1.0
73770,5.0,5.0,1.0
27405,1.0,1.0,1.0
94256,1.0,1.0,2.0
94216,1.0,1.0,1.0
76107,1.0,1.0,1.0
91851,1.0,2.0,2.0
57458,1.0,1.0,2.0
53350,1.0,1.0,1.0
87445,5.0,5.0,5.0
8496,5.0,1.0,1.0
56728,1.0,1.0,1.0
78716,2.0,2.0,2.0
79419,1.0,1.0,1.0
79345,1.0,2.0,2.0
10275,1.0,1.0,1.0
49930,1.0,1.0,2.0
76672,3.0,2.0,3.0
72689,1.0,1.0,2.0
21117,1.0,1.0,1.0
86821,5.0,5.0,1.0
87183,1.0,1.0,1.0
33748,5.0,5.0,5.0
60347,1.0,1.0,1.0
86191,2.0,1.0,2.0
87559,1.0,1.0,1.0
84816,5.0,5.0,1.0
26728,1.0,5.0,2.0
98253,5.0,1.0,2.0
74182,5.0,1.0,1.0
79124,4.0,4.0,4.0
58170,1.0,1.0,1.0
48022,1.0,1.0,1.0
103164,1.0,1.0,1.0
87415,1.0,1.0,2.0
86322,1.0,1.0,1.0
17791,1.0,1.0,2.0
46108,1.0,1.0,1.0
35727,5.0,5.0,2.0
82123,1.0,1.0,1.0
83559,1.0,1.0,2.0
17037,1.0,1.0,1.0
58274,1.0,1.0,1.0
56680,5.0,5.0,5.0
45897,2.0,2.0,2.0
46485,1.0,1.0,1.0
102957,1.0,1.0,2.0
68417,1.0,1.0,1.0
89344,1.0,5.0,1.0
83940,1.0,1.0,1.0
7313,5.0,5.0,1.0
55889,1.0,1.0,1.0
85665,2.0,2.0,3.0
87188,5.0,5.0,1.0
6835,1.0,1.0,1.0
75150,1.0,1.0,1.0
100261,5.0,5.0,2.0
99002,2.0,1.0,1.0
35236,1.0,1.0,1.0
11235,1.0,1.0,1.0
61287,1.0,1.0,2.0
11074,5.0,5.0,1.0
87603,2.0,1.0,2.0
77817,5.0,5.0,1.0
46673,1.0,1.0,1.0
3585,1.0,2.0,2.0
10323,1.0,1.0,1.0
12873,1.0,1.0,1.0
23360,1.0,1.0,2.0
42244,1.0,1.0,1.0
6649,5.0,5.0,5.0
7800,1.0,1.0,1.0
14245,1.0,1.0,1.0
55999,1.0,1.0,2.0
91782,1.0,1.0,2.0
90281,1.0,1.0,1.0
90351,1.0,1.0,1.0
103400,1.0,1.0,1.0
40138,5.0,5.0,5.0
10723,1.0,1.0,1.0
36577,1.0,1.0,2.0
73741,1.0,1.0,2.0
99295,1.0,1.0,1.0
18895,1.0,1.0,2.0
84947,1.0,1.0,1.0
21904,1.0,1.0,2.0
981,1.0,1.0,2.0
88876,5.0,5.0,1.0
50877,1.0,1.0,2.0
57324,2.0,1.0,2.0
96390,3.0,2.0,3.0
10861,1.0,1.0,1.0
33382,1.0,1.0,1.0
99246,1.0,1.0,1.0
92676,1.0,1.0,1.0
84194,1.0,1.0,2.0
2480,2.0,2.0,3.0
76812,1.0,1.0,1.0
84405,1.0,1.0,1.0
26685,1.0,5.0,2.0
41824,1.0,1.0,1.0
45770,1.0,1.0,2.0
58652,1.0,1.0,1.0
88953,1.0,1.0,1.0
98781,1.0,1.0,1.0
247,5.0,1.0,2.0
39142,1.0,2.0,2.0
404,1.0,1.0,1.0
17971,1.0,1.0,1.0
85369,1.0,1.0,1.0
60204,1.0,1.0,1.0
81013,1.0,1.0,1.0
33746,1.0,1.0,1.0
7569,1.0,1.0,1.0
96418,1.0,1.0,1.0
91009,1.0,1.0,1.0
77253,1.0,1.0,1.0
54776,5.0,5.0,2.0
96004,5.0,5.0,1.0
56711,1.0,1.0,1.0
73732,1.0,1.0,2.0
26001,1.0,1.0,1.0
80939,2.0,1.0,2.0
9103,1.0,1.0,2.0
92254,1.0,1.0,1.0
36985,1.0,1.0,1.0
100979,1.0,1.0,2.0
100705,1.0,1.0,1.0
88169,2.0,3.0,3.0
16351,1.0,1.0,2.0
36560,1.0,1.0,1.0
45562,1.0,1.0,2.0
102519,1.0,2.0,2.0
55468,1.0,1.0,1.0
83887,2.0,1.0,2.0
93651,5.0,1.0,1.0
88718,1.0,1.0,1.0
28571,1.0,1.0,2.0
29557,1.0,1.0,1.0
18202,1.0,1.0,1.0
24786,5.0,5.0,2.0
7654,1.0,2.0,2.0
95322,2.0,3.0,3.0
79727,1.0,1.0,1.0
2612,5.0,5.0,1.0
85366,1.0,1.0,1.0
107,1.0,1.0,2.0
100732,1.0,1.0,1.0
1024,3.0,2.0,3.0
87777,1.0,1.0,1.0
32652,2.0,2.0,3.0
38277,1.0,1.0,1.0
91286,1.0,1.0,1.0
81481,5.0,1.0,1.0
89158,1.0,1.0,2.0
80899,5.0,1.0,1.0
56368,1.0,1.0,2.0
33509,1.0,1.0,2.0
27714,2.0,1.0,3.0
44298,1.0,2.0,2.0
44372,2.0,2.0,2.0
674,1.0,1.0,1.0
91614,1.0,1.0,1.0
77514,1.0,1.0,1.0
18028,1.0,1.0,1.0
96936,5.0,1.0,1.0
81084,1.0,1.0,2.0
54970,1.0,1.0,1.0
79243,1.0,1.0,1.0
9343,1.0,1.0,1.0
68969,5.0,1.0,1.0
12804,1.0,1.0,2.0
97826,1.0,1.0,1.0
60908,1.0,1.0,2.0
94973,1.0,1.0,1.0
73558,1.0,1.0,2.0
89571,1.0,1.0,1.0
53686,5.0,5.0,5.0
50841,1.0,1.0,1.0
34325,1.0,1.0,2.0
62143,1.0,1.0,1.0
97570,5.0,5.0,1.0
52478,2.0,1.0,2.0
89084,1.0,1.0,1.0
80311,5.0,5.0,5.0
44322,1.0,2.0,2.0
4570,1.0,1.0,1.0
97364,1.0,1.0,1.0
45391,1.0,1.0,1.0
78324,2.0,1.0,2.0
60031,2.0,2.0,2.0
40162,1.0,1.0,1.0
33207,5.0,5.0,1.0
35512,1.0,1.0,2.0
90000,1.0,1.0,2.0
33464,1.0,1.0,1.0
87888,1.0,1.0,1.0
44992,2.0,1.0,2.0
28225,5.0,1.0,1.0
89476,5.0,1.0,2.0
91750,1.0,1.0,2.0
58121,2.0,2.0,4.0
33562,1.0,1.0,1.0
21281,5.0,5.0,1.0
85223,5.0,5.0,5.0
94000,5.0,5.0,1.0
75674,1.0,1.0,1.0
40406,1.0,1.0,1.0
40835,1.0,1.0,2.0
76305,2.0,2.0,3.0
53553,1.0,1.0,2.0
73828,1.0,1.0,1.0
69048,1.0,1.0,2.0
96828,1.0,1.0,2.0
10718,1.0,1.0,2.0
89907,1.0,1.0,2.0
22012,1.0,1.0,1.0
10354,5.0,1.0,1.0
102094,1.0,1.0,1.0
54028,1.0,1.0,1.0
85016,1.0,1.0,1.0
63051,2.0,3.0,3.0
75303,1.0,1.0,1.0
86587,1.0,1.0,1.0
92536,1.0,1.0,1.0
34653,1.0,1.0,1.0
51155,1.0,1.0,1.0
22852,2.0,2.0,2.0
9387,1.0,1.0,1.0
13313,1.0,1.0,1.0
87354,1.0,1.0,1.0
39548,1.0,1.0,2.0
97041,1.0,1.0,1.0
56240,1.0,1.0,2.0
57653,1.0,1.0,2.0
75235,1.0,1.0,2.0
2602,1.0,1.0,1.0
30029,5.0,5.0,1.0
14870,1.0,1.0,1.0
87694,1.0,1.0,1.0
20444,1.0,1.0,1.0
78657,1.0,2.0,2.0
87804,1.0,1.0,2.0
34028,1.0,1.0,1.0
90161,1.0,1.0,1.0
60434,5.0,5.0,1.0
60485,1.0,1.0,2.0
82389,1.0,1.0,2.0
62782,1.0,1.0,1.0
54468,1.0,5.0,1.0
80775,1.0,1.0,1.0
88949,1.0,1.0,1.0
30076,1.0,1.0,1.0
56094,1.0,1.0,2.0
84802,1.0,2.0,2.0
10480,1.0,1.0,1.0
98801,1.0,1.0,1.0
9283,5.0,1.0,1.0
6239,1.0,1.0,1.0
94846,2.0,1.0,2.0
22224,5.0,5.0,1.0
62451,5.0,5.0,1.0
83564,5.0,5.0,1.0
88049,1.0,1.0,1.0
11337,1.0,1.0,1.0
101914,5.0,1.0,2.0
84771,1.0,1.0,1.0
91987,1.0,1.0,1.0
58980,1.0,1.0,1.0
47096,1.0,1.0,2.0
13598,1.0,1.0,1.0
49142,1.0,1.0,1.0
28050,1.0,1.0,1.0
80297,1.0,1.0,2.0
52071,2.0,2.0,2.0
14079,1.0,1.0,1.0
96297,5.0,5.0,5.0
97544,1.0,1.0,2.0
25329,2.0,2.0,2.0
18665,1.0,1.0,2.0
33117,2.0,1.0,2.0
90609,1.0,2.0,2.0
55405,1.0,1.0,1.0
96560,2.0,1.0,2.0
4876,1.0,1.0,1.0
81293,5.0,1.0,2.0
90828,1.0,1.0,1.0
59013,1.0,1.0,1.0
65185,1.0,1.0,1.0
71050,1.0,1.0,1.0
83204,1.0,1.0,1.0
11516,1.0,1.0,1.0
100622,2.0,1.0,2.0
51498,5.0,1.0,1.0
82347,1.0,1.0,3.0
85281,1.0,1.0,1.0
89871,1.0,1.0,2.0
7264,1.0,1.0,2.0
75175,1.0,1.0,1.0
76130,1.0,1.0,1.0
67966,3.0,2.0,3.0
85296,1.0,1.0,1.0
6546,1.0,1.0,1.0
48706,2.0,3.0,2.0
27868,1.0,1.0,1.0
71486,1.0,2.0,2.0
71684,1.0,1.0,1.0
29206,1.0,1.0,1.0
51186,2.0,1.0,2.0
8399,2.0,1.0,1.0
29259,1.0,1.0,1.0
26336,1.0,1.0,1.0
100457,1.0,1.0,1.0
18768,3.0,2.0,3.0
83899,1.0,5.0,1.0
83553,1.0,1.0,1.0
72293,1.0,1.0,1.0
76384,1.0,1.0,1.0
99286,2.0,1.0,2.0
95453,5.0,5.0,1.0
83835,1.0,5.0,1.0
54954,1.0,2.0,2.0
71152,1.0,1.0,2.0
85938,1.0,1.0,2.0
79585,1.0,1.0,1.0
46871,1.0,1.0,1.0
61396,1.0,1.0,2.0
92614,2.0,2.0,3.0
71862,5.0,5.0,1.0
85658,1.0,1.0,1.0
82077,1.0,1.0,1.0
77897,1.0,1.0,1.0
19137,2.0,2.0,2.0
96188,1.0,1.0,1.0
63412,1.0,1.0,1.0
59977,1.0,1.0,2.0
47918,2.0,2.0,2.0
17157,1.0,1.0,1.0
81490,1.0,1.0,1.0
21381,1.0,1.0,2.0
83259,1.0,1.0,1.0
24436,2.0,1.0,2.0
36609,1.0,1.0,2.0
18058,1.0,2.0,2.0
40216,1.0,2.0,2.0
43797,1.0,2.0,2.0
96733,1.0,1.0,1.0
20115,1.0,2.0,2.0
49635,2.0,2.0,2.0
102215,2.0,2.0,2.0
89378,5.0,5.0,1.0
83604,1.0,1.0,2.0
42880,1.0,1.0,2.0
399,1.0,1.0,1.0
27656,1.0,1.0,1.0
88156,1.0,1.0,1.0
89187,1.0,1.0,1.0
46179,1.0,1.0,1.0
80563,5.0,1.0,1.0
94254,1.0,1.0,2.0
57817,1.0,1.0,1.0
93334,1.0,1.0,1.0
65149,1.0,1.0,1.0
13978,1.0,1.0,1.0
76069,1.0,1.0,2.0
13344,1.0,1.0,1.0
78232,5.0,5.0,1.0
79340,1.0,2.0,2.0
69026,1.0,1.0,1.0
16743,1.0,1.0,2.0
1962,1.0,1.0,2.0
24598,1.0,1.0,1.0
97749,1.0,2.0,2.0
90628,1.0,1.0,2.0
37272,1.0,1.0,1.0
86788,1.0,1.0,2.0
1240,1.0,1.0,1.0
89274,1.0,1.0,1.0
88200,1.0,1.0,1.0
99153,1.0,1.0,1.0
32053,1.0,1.0,1.0
52304,1.0,1.0,2.0
61757,1.0,1.0,1.0
71435,1.0,1.0,1.0
91931,1.0,1.0,1.0
87554,1.0,1.0,2.0
26083,5.0,5.0,1.0
13032,1.0,1.0,2.0
13494,1.0,5.0,1.0
34725,2.0,1.0,2.0
46359,1.0,1.0,1.0
83625,1.0,1.0,1.0
44086,1.0,5.0,1.0
37930,1.0,1.0,1.0
98424,5.0,1.0,2.0
91650,1.0,1.0,1.0
87605,1.0,1.0,1.0
45282,1.0,1.0,2.0
43762,5.0,1.0,1.0
5654,1.0,1.0,1.0
19254,1.0,1.0,1.0
81818,1.0,1.0,1.0
74785,1.0,1.0,1.0
43998,2.0,1.0,1.0
19714,1.0,1.0,1.0
15749,3.0,1.0,3.0
8599,1.0,1.0,1.0
60081,1.0,1.0,2.0
96680,2.0,2.0,2.0
41781,5.0,5.0,2.0
76946,2.0,1.0,3.0
30847,1.0,1.0,1.0
6944,1.0,1.0,1.0
16734,1.0,1.0,1.0
24577,1.0,1.0,2.0
80661,5.0,1.0,1.0
66674,1.0,1.0,2.0
79429,2.0,1.0,2.0
40780,2.0,1.0,2.0
24997,1.0,1.0,1.0
88984,1.0,1.0,1.0
66660,1.0,1.0,1.0
78254,1.0,1.0,1.0
95409,1.0,1.0,2.0
59517,1.0,1.0,1.0
